name,country,designation,polyID,point,Acanthixalus_spinosus,Afrixalus_dorsalis,Afrixalus_fulvovittatus,Afrixalus_laevis,Afrixalus_paradorsalis,Afrixalus_quadrivittatus,Afrixalus_vittiger,Afrixalus_weidholzi,Alexteroon_hypsiphonus,Amietophrynus_camerunensis,Amietophrynus_djohongensis,Amietophrynus_gracilipes,Amietophrynus_latifrons,Amietophrynus_maculatus,Amietophrynus_regularis,Amietophrynus_steindachneri,Amietophrynus_superciliaris,Amietophrynus_togoensis,Amietophrynus_tuberosus,Amietophrynus_xeros,Arthroleptis_adelphus,Arthroleptis_poecilonotus,Arthroleptis_sylvaticus,Arthroleptis_variabilis,Astylosternus_diadematus,Astylosternus_laurenti,Astylosternus_montanus,Astylosternus_occidentalis,Astylosternus_rheophilus,Aubria_occidentalis,Bufo_pentoni,Cardioglossa_gracilis,Cardioglossa_leucomystax,Cardioglossa_nigromaculata,Cardioglossa_pulchra,Chiromantis_rufescens,Chlorolius_koehleri,Conraua_alleni,Conraua_crassipes,Conraua_robusta,Geotrypetes_seraphini,Hemisus_guineensis,Hemisus_marmoratus,Herpele_squalostoma,Hildebrandtia_ornata,Hoplobatrachus_occipitalis,Hylarana_albolabris,Hylarana_amnicola,Hylarana_asperrima,Hylarana_galamensis,Hylarana_lepus,Hylarana_longipes,Hylarana_occidentalis,Hymenochirus_boettgeri,Hyperolius_balfouri,Hyperolius_baumanni,Hyperolius_bolifambae,Hyperolius_chlorosteus,Hyperolius_concolor,Hyperolius_fusciventris,Hyperolius_guttulatus,Hyperolius_igbettensis,Hyperolius_lamottei,Hyperolius_nasutus,Hyperolius_nitidulus,Hyperolius_ocellatus,Hyperolius_picturatus,Hyperolius_riggenbachi,Hyperolius_tuberculatus,Hyperolius_viridiflavus,Hyperolius_zonatus,Idiocranium_russeli,Kassina_arboricola,Kassina_cassinoides,Kassina_fusca,Kassina_maculosa,Kassina_schioetzi,Kassina_senegalensis,Leptodactylodon_bicolor,Leptodactylodon_ovatus,Leptodactylodon_perreti,Leptodactylodon_polyacanthus,Leptopelis_aubryi,Leptopelis_boulengeri,Leptopelis_brevirostris,Leptopelis_bufonides,Leptopelis_calcaratus,Leptopelis_macrotis,Leptopelis_millsoni,Leptopelis_modestus,Leptopelis_nordequatorialis,Leptopelis_notatus,Leptopelis_occidentalis,Leptopelis_omissus,Leptopelis_viridis,Nectophryne_afra,Nectophryne_batesii,Nyctibates_corrugatus,Opisthothylax_immaculatus,Petropedetes_natator,Petropedetes_newtoni,Petropedetes_parkeri,Phlyctimantis_boulengeri,Phrynobatrachus_africanus,Phrynobatrachus_alleni,Phrynobatrachus_auritus,Phrynobatrachus_batesii,Phrynobatrachus_calcaratus,Phrynobatrachus_cornutus,Phrynobatrachus_cricogaster,Phrynobatrachus_francisci,Phrynobatrachus_fraterculus,Phrynobatrachus_guineensis,Phrynobatrachus_gutturosus,Phrynobatrachus_hylaios,Phrynobatrachus_latifrons,Phrynobatrachus_liberiensis,Phrynobatrachus_natalensis,Phrynobatrachus_phyllophilus,Phrynobatrachus_plicatus,Phrynobatrachus_sandersoni,Phrynobatrachus_steindachneri,Phrynobatrachus_tokba,Phrynobatrachus_villiersi,Phrynobatrachus_werneri,Phrynomantis_microps,Ptychadena_aequiplicata,Ptychadena_bibroni,Ptychadena_longirostris,Ptychadena_oxyrhynchus,Ptychadena_pujoli,Ptychadena_pumilio,Ptychadena_schillukorum,Ptychadena_stenocephala,Ptychadena_straeleni,Ptychadena_superciliaris,Ptychadena_tellinii,Ptychadena_tournieri,Ptychadena_trinodis,Pyxicephalus_edulis,Scotobleps_gabonicus,Silurana_tropicalis,Tomopterna_cryptotis,Xenopus_fraseri,Xenopus_laevis,Xenopus_muelleri,WDPAID,iucn_cat
Kwakuti,NGA,Forest Reserve,896,polygon,None,None,None,None,None,NC,None,Dec,None,None,None,None,None,Dec,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,None,Dec,None,None,None,None,None,None,None,None,Dec,None,None,None,NC,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,NC,None,Dec,None,None,None,None,None,None,None,Dec,None,Dec,None,Dec,None,NC,Inc,None,None,None,NC,None,NC,NC,None,Dec,None,None,None,Dec,342480,Not Reported
Kwakwa,NGA,Forest Reserve,641,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,NC,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,Dec,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,Inc,None,None,None,NC,None,NC,NC,None,NC,None,None,None,NC,36587,Not Reported
Kwamisa,GHA,Forest Reserve,76,polygon,None,NC,None,None,None,None,NC,Inc,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,NC,None,NC,None,None,None,None,None,Inc,None,None,None,None,None,NC,None,None,None,None,None,Dec,NC,None,None,NC,Dec,None,None,NC,None,None,None,None,None,None,None,None,NC,Inc,NC,NC,None,None,NC,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,None,NC,None,None,None,None,None,None,None,NC,Inc,NC,NC,NC,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,40776,Not Reported
Kwankiro,NGA,Forest Reserve,432,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,NC,None,Inc,None,NC,NC,None,None,None,Inc,None,NC,NC,None,Inc,NC,None,None,NC,36364,Not Reported
Kwari Kwasa,NGA,Forest Reserve,422,polygon,None,None,None,None,None,None,None,Inc,None,None,None,None,None,Inc,NC,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,Dec,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,Inc,None,Inc,None,NC,Dec,None,None,None,Inc,None,NC,Inc,None,None,Inc,None,None,Inc,36350,Not Reported
Kwaya Tera,NGA,Forest Reserve,563,polygon,None,None,None,None,None,NC,None,NC,None,None,None,None,None,NC,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,Dec,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,Inc,None,NC,NC,None,None,None,NC,None,NC,NC,None,None,NC,None,None,NC,36502,Not Reported
Kwekaru,GHA,Forest Reserve,102,polygon,None,NC,None,None,None,None,NC,None,None,None,None,None,None,Dec,Dec,None,Inc,NC,None,None,None,NC,None,Dec,None,None,None,None,None,NC,None,None,Inc,None,None,NC,None,None,None,None,Inc,Dec,Inc,None,None,NC,Dec,None,None,NC,None,None,NC,None,None,None,None,None,NC,NC,NC,NC,None,None,Inc,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,None,None,None,NC,None,None,None,NC,None,None,Dec,NC,NC,Dec,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,40804,Not Reported
Kwogin Kerami,NGA,Forest Reserve,598,polygon,None,None,None,None,None,None,None,NC,None,None,None,None,None,NC,Inc,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,NC,Inc,Inc,None,None,NC,None,None,None,None,None,None,None,None,Inc,None,None,Inc,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,Inc,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,NC,None,None,None,NC,None,NC,NC,None,NC,NC,None,Dec,NC,36539,Not Reported
Kwoiba,NGA,Forest Reserve,294,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,NC,NC,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,NC,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,Inc,None,None,None,None,NC,None,None,None,None,None,NC,NC,None,None,NC,None,None,NC,36222,Not Reported
Kwongoma,NGA,Forest Reserve,610,polygon,None,None,None,None,None,Inc,Inc,Dec,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,Dec,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,NC,None,None,None,None,None,None,None,None,None,Dec,None,Dec,None,Dec,None,NC,NC,None,None,None,NC,None,NC,NC,None,Inc,None,None,None,Dec,36555,Not Reported
Kyabobo,GHA,National Park,246,polygon,None,NC,None,None,None,None,NC,NC,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,NC,NC,None,None,NC,None,None,None,None,None,NC,None,None,NC,NC,NC,NC,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,NC,None,NC,None,Dec,None,None,None,None,None,None,None,NC,None,NC,None,Dec,None,NC,None,None,None,None,NC,None,Inc,None,None,NC,None,None,None,Dec,68788,Not Reported
Kyarana,NGA,Forest Reserve,468,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,NC,Inc,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,NC,None,Inc,None,NC,NC,None,None,None,Inc,None,NC,NC,None,NC,NC,None,Inc,NC,36402,Not Reported
L'Alibori Superieur,BEN,Classified Forest,14,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,NC,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,NC,None,None,None,NC,None,NC,Inc,None,None,None,None,None,NC,6953,Not Reported
L'Amana,GIN,Classified Forest,73,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,None,NC,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,NC,Dec,None,Inc,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,Dec,None,NC,NC,None,None,None,NC,None,NC,None,None,Dec,None,None,None,None,29445,Not Reported
La Lama-Sud,BEN,Classified Forest,5,polygon,None,None,None,None,None,None,NC,None,None,None,None,None,None,NC,NC,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,None,NC,Inc,None,None,NC,None,None,None,None,None,None,None,None,NC,Inc,Inc,NC,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,NC,None,NC,None,Inc,None,None,None,None,None,None,None,NC,NC,NC,NC,Dec,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,Inc,33005,Not Reported
La Lama Nord,BEN,Classified Forest,1,polygon,None,None,None,None,None,None,NC,None,None,None,None,None,None,NC,NC,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,None,NC,Inc,None,None,NC,None,None,None,None,None,None,None,None,NC,Inc,Inc,NC,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,NC,None,NC,None,Inc,None,None,None,None,None,None,None,NC,NC,NC,NC,Dec,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,Inc,5158,Not Reported
La Mare aux hippopotames,BFA,"Ramsar Site, Wetland of International Importance",54,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,Inc,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,Dec,None,NC,NC,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,Dec,None,None,None,NC,None,NC,None,None,Inc,NC,None,None,Inc,67823,Not Applicable
La Mare d'Oursi,BFA,"Ramsar Site, Wetland of International Importance",53,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,Inc,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,NC,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,67822,Not Applicable
La mare de Dan Doutchi,NER,"Ramsar Site, Wetland of International Importance",9,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,Inc,None,None,None,None,None,None,Inc,None,None,None,NC,None,None,None,902738,Not Applicable
La mare de Lassouri,NER,"Ramsar Site, Wetland of International Importance",10,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,902739,Not Applicable
La mare de Tabalak,NER,"Ramsar Site, Wetland of International Importance",11,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,902740,Not Applicable
La Sota,BEN,Classified Forest,12,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,NC,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,Dec,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,NC,None,Inc,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,NC,None,None,None,NC,None,NC,None,None,None,None,None,None,Dec,6951,Not Reported
Laba,BFA,Classified Forest,30,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,Inc,NC,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,Dec,None,NC,NC,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,Dec,None,None,None,NC,None,NC,None,None,None,NC,None,None,NC,28553,Not Reported
Labar,NGA,Forest Reserve,614,polygon,None,None,None,None,None,None,None,NC,None,None,None,None,None,NC,NC,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,NC,Inc,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,NC,None,None,None,None,None,None,None,None,None,NC,None,NC,None,Dec,None,NC,NC,None,None,None,NC,None,NC,NC,None,NC,Inc,None,Inc,NC,36559,Not Reported
Laboni,GHA,Forest Reserve,242,polygon,None,None,None,None,None,None,NC,Dec,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,NC,None,Inc,NC,None,None,None,Dec,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,Dec,None,None,Dec,None,NC,None,NC,None,None,None,None,None,None,None,Dec,None,NC,None,Dec,None,NC,None,None,None,None,NC,None,NC,None,None,Dec,None,None,None,Dec,303959,Not Reported
Lac Fitri,TCD,"Ramsar Site, Wetland of International Importance",9,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,NC,None,None,None,30017,Not Applicable
Lafia Gongola State,NGA,Forest Reserve,747,polygon,None,None,None,None,None,NC,None,NC,None,None,None,None,None,Dec,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,Dec,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,NC,None,None,None,NC,None,NC,NC,None,Inc,NC,None,Inc,Dec,36695,Not Reported
Lafia Plateau State,NGA,Forest Reserve,790,polygon,None,None,None,None,None,NC,None,Dec,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,Dec,None,NC,None,Dec,None,NC,None,None,None,None,NC,None,Inc,Inc,None,NC,None,None,Dec,Dec,36740,Not Reported
Lafiagi Oro,NGA,Forest Reserve,958,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,NC,NC,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,None,NC,Inc,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,NC,None,None,None,None,None,None,None,None,Inc,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,NC,None,None,NC,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,Dec,None,NC,None,None,None,None,NC,None,Inc,None,None,NC,None,None,None,NC,300793,Not Reported
